#cisterns#,#vesicles#,entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,
5.0,21.0,1.5943,0.25221,0.1944,0.17638,0.26845,0.16637,0.1944,
5.0,23.0,1.59392,0.25219,0.19518,0.17508,0.26953,0.16704,0.19317,
5.0,23.0,1.59502,0.26007,0.19356,0.17543,0.26806,0.17141,0.19154,
5.0,24.0,1.59472,0.26004,0.19395,0.17377,0.2686,0.17175,0.19193,
5.0,27.0,1.59572,0.2584,0.19513,0.17483,0.26618,0.1728,0.19107,
5.0,24.0,1.59393,0.27016,0.19232,0.17412,0.27117,0.1721,0.19029,
5.0,24.0,1.59392,0.27016,0.19232,0.17412,0.27117,0.1721,0.19029,
5.0,15.0,1.59239,0.33762,0.21072,0.17101,0.26831,0.16307,0.18689,
5.0,19.0,1.59247,0.33106,0.21041,0.17038,0.26845,0.16437,0.18639,
5.0,14.0,1.59379,0.36846,0.20832,0.18058,0.26579,0.16076,0.18454,
5.0,10.0,1.59394,0.3842,0.20668,0.17719,0.26763,0.16736,0.18112,
5.0,12.0,1.59374,0.38477,0.20396,0.17824,0.26922,0.16835,0.18022,
4.0,13.0,1.36824,0.34758,0.0,0.24757,0.21606,0.33,0.20636,
5.0,15.0,1.59601,0.27741,0.20233,0.19844,0.17318,0.26063,0.16541,
5.0,16.0,1.59569,0.27275,0.20273,0.19883,0.17157,0.26113,0.16573,
5.0,19.0,1.59575,0.27077,0.20392,0.19804,0.17258,0.26071,0.16475,
5.0,14.0,1.59683,0.30378,0.19883,0.19688,0.18326,0.25919,0.16184,
5.0,18.0,1.59817,0.29354,0.20039,0.19647,0.18469,0.25534,0.16311,
5.0,10.0,1.59802,0.34893,0.2097,0.19418,0.18254,0.25236,0.16121,
5.0,11.0,1.59843,0.34702,0.2101,0.19456,0.1829,0.25091,0.16152,
5.0,12.0,1.59885,0.34615,0.21051,0.19494,0.18326,0.24945,0.16184,
5.0,12.0,1.59898,0.34578,0.20857,0.19688,0.18326,0.24945,0.16184,
5.0,14.0,1.59925,0.34411,0.20783,0.19804,0.18237,0.24896,0.16279,
5.0,6.0,1.59568,0.35882,0.20463,0.19499,0.17956,0.26055,0.16028,
5.0,9.0,1.59597,0.35748,0.20582,0.19224,0.18061,0.26012,0.16121,
5.0,10.0,1.59555,0.35804,0.20467,0.19299,0.18131,0.26114,0.15989,
5.0,11.0,1.59556,0.35273,0.20312,0.19337,0.18166,0.26164,0.1602,
5.0,9.0,1.59661,0.36291,0.20233,0.19262,0.18679,0.25868,0.15958,
5.0,10.0,1.59643,0.35988,0.20117,0.19337,0.18556,0.25969,0.1602,
5.0,11.0,1.59563,0.36778,0.20156,0.19374,0.18788,0.2602,0.15661,
5.0,12.0,1.59611,0.36678,0.20196,0.19412,0.18825,0.25875,0.15691,
5.0,13.0,1.59596,0.36643,0.20235,0.19451,0.18666,0.25926,0.15722,
5.0,9.0,1.59586,0.38623,0.20857,0.19299,0.1852,0.25724,0.156,
5.0,8.0,1.59524,0.39878,0.2101,0.1965,0.1829,0.25674,0.15375,
5.0,8.0,1.59523,0.39878,0.2101,0.1965,0.1829,0.25674,0.15375,
5.0,8.0,1.59523,0.39946,0.2101,0.1965,0.1829,0.25674,0.15375,
5.0,7.0,1.59477,0.40171,0.2097,0.19612,0.18254,0.25818,0.15345,
5.0,9.0,1.59428,0.39726,0.20857,0.19688,0.18326,0.25919,0.1521,
5.0,9.0,1.59428,0.39726,0.20857,0.19688,0.18326,0.25919,0.1521,
5.0,10.0,1.59378,0.40099,0.21092,0.19727,0.17971,0.25969,0.1524,
5.0,10.0,1.59378,0.40099,0.21092,0.19727,0.17971,0.25969,0.1524,
5.0,10.0,1.59378,0.40099,0.21092,0.19727,0.17971,0.25969,0.1524,
4.0,10.0,1.37674,0.25856,0.0,0.24885,0.23274,0.21202,0.30639,
5.0,8.0,1.60172,0.21675,0.19558,0.20295,0.18636,0.16978,0.24534,
5.0,9.0,1.60208,0.21675,0.19594,0.20332,0.18671,0.17009,0.24394,
5.0,12.0,1.60278,0.21652,0.19703,0.2026,0.18775,0.17104,0.24159,
5.0,14.0,1.60278,0.20853,0.19776,0.19963,0.18845,0.17167,0.24249,
5.0,15.0,1.60267,0.2134,0.19362,0.203,0.18986,0.17109,0.24243,
5.0,18.0,1.60272,0.20609,0.19471,0.20227,0.19094,0.17017,0.24192,
5.0,18.0,1.60267,0.21243,0.1966,0.20227,0.18905,0.17017,0.24192,
5.0,18.0,1.60262,0.2128,0.19508,0.20265,0.18941,0.17049,0.24237,
5.0,21.0,1.60318,0.21259,0.19619,0.2038,0.18858,0.17146,0.23995,
5.0,11.0,1.6053,0.25125,0.1895,0.2045,0.18576,0.18576,0.23448,
5.0,12.0,1.60513,0.24714,0.18986,0.20488,0.18423,0.18611,0.23492,
5.0,13.0,1.60542,0.24714,0.19022,0.20527,0.18457,0.18646,0.23348,
5.0,14.0,1.60527,0.2445,0.19058,0.20565,0.18492,0.18492,0.23392,
5.0,15.0,1.60556,0.2445,0.19094,0.20604,0.18527,0.18527,0.23248,
5.0,9.0,1.60637,0.28233,0.1888,0.20187,0.2,0.18133,0.228,
5.0,10.0,1.60623,0.27939,0.18763,0.20262,0.19888,0.18201,0.22886,
5.0,14.0,1.60666,0.27121,0.18905,0.20415,0.1966,0.18338,0.22681,
5.0,7.0,1.60737,0.2878,0.18506,0.2,0.1944,0.19627,0.22427,
5.0,9.0,1.6069,0.285,0.18269,0.2015,0.1921,0.19774,0.22596,
5.0,4.0,1.60686,0.30448,0.18099,0.20522,0.19031,0.19963,0.22385,
5.0,6.0,1.60679,0.30728,0.18014,0.20262,0.19325,0.19888,0.22511,
5.0,8.0,1.60652,0.30072,0.17927,0.20188,0.19246,0.2,0.22638,
5.0,8.0,1.60719,0.31889,0.18492,0.20188,0.19058,0.19812,0.2245,
5.0,9.0,1.60703,0.31271,0.18338,0.20227,0.19094,0.19849,0.22492,
5.0,8.0,1.60653,0.31583,0.17927,0.20754,0.19058,0.19811,0.2245,
5.0,7.0,1.60797,0.34735,0.18834,0.20527,0.19022,0.19774,0.21843,
5.0,10.0,1.60779,0.34241,0.18941,0.20643,0.18941,0.19508,0.21967,
5.0,12.0,1.60763,0.33821,0.19013,0.20722,0.18823,0.19392,0.22051,
5.0,14.0,1.60762,0.33235,0.19085,0.2061,0.18894,0.19276,0.22135,
4.0,15.0,1.38588,0.2692,0.0,0.2457,0.26288,0.24325,0.24816,
5.0,17.0,1.60899,0.2059,0.20743,0.19374,0.20743,0.19374,0.19765,
5.0,18.0,1.60921,0.20316,0.20315,0.19527,0.20709,0.19527,0.19921,
5.0,22.0,1.60923,0.1994,0.20318,0.19522,0.20716,0.19721,0.19721,
5.0,17.0,1.60842,0.23376,0.20315,0.1933,0.21694,0.1933,0.1933,
5.0,19.0,1.60854,0.22721,0.20079,0.19484,0.21668,0.19285,0.19484,
5.0,20.0,1.60848,0.22131,0.20119,0.19323,0.21711,0.19323,0.19522,
5.0,20.0,1.60737,0.23513,0.20119,0.18926,0.22507,0.19125,0.19323,
5.0,20.0,1.60745,0.2469,0.20517,0.18926,0.22308,0.19125,0.19125,
5.0,21.0,1.60766,0.24335,0.20558,0.18963,0.22153,0.19163,0.19163,
5.0,21.0,1.60773,0.24417,0.2024,0.19039,0.22242,0.19239,0.19239,
5.0,23.0,1.60785,0.24379,0.20321,0.19116,0.2213,0.19317,0.19116,
5.0,24.0,1.60777,0.23785,0.20202,0.18991,0.22219,0.19395,0.19193,
5.0,26.0,1.60762,0.22992,0.20122,0.19107,0.22355,0.19107,0.1931,
5.0,22.0,1.60752,0.26279,0.1996,0.20362,0.22175,0.18751,0.18751,
5.0,23.0,1.6077,0.26285,0.19838,0.20445,0.22062,0.18827,0.18827,
5.0,25.0,1.60793,0.26226,0.19919,0.20325,0.21949,0.18904,0.18904,
5.0,26.0,1.60779,0.25808,0.19796,0.20408,0.22038,0.18777,0.18981,
5.0,28.0,1.60753,0.2579,0.19877,0.20491,0.22128,0.18649,0.18854,
5.0,23.0,1.60574,0.28097,0.19473,0.20081,0.23322,0.1846,0.18663,
5.0,26.0,1.60586,0.26584,0.19592,0.2,0.23261,0.18369,0.18777,
5.0,26.0,1.60586,0.26584,0.19592,0.2,0.23261,0.18369,0.18777,
5.0,8.0,1.60556,0.34152,0.18899,0.19292,0.23028,0.20865,0.17916,
5.0,11.0,1.60629,0.33248,0.19011,0.19407,0.22571,0.20989,0.18022,
5.0,13.0,1.60611,0.32423,0.18888,0.19285,0.22661,0.21072,0.18094,
5.0,13.0,1.60611,0.32423,0.18888,0.19285,0.22661,0.21072,0.18094,
5.0,8.0,1.60606,0.34927,0.18702,0.19882,0.22635,0.20865,0.17916,
5.0,6.0,1.60695,0.37139,0.19451,0.19843,0.22198,0.20628,0.17881,
5.0,6.0,1.60695,0.37139,0.19451,0.19843,0.22198,0.20628,0.17881,
5.0,9.0,1.60689,0.36181,0.19566,0.19763,0.22132,0.2075,0.17789,
5.0,10.0,1.60815,0.22392,0.20423,0.18691,0.19076,0.21578,0.20231,
5.0,10.0,1.60853,0.24449,0.20116,0.18764,0.19729,0.21468,0.19923,
5.0,12.0,1.60848,0.24419,0.20194,0.18836,0.19612,0.21552,0.19806,
5.0,16.0,1.60849,0.23272,0.20352,0.18593,0.19765,0.21329,0.19961,
5.0,17.0,1.60861,0.22965,0.20392,0.18629,0.19804,0.21175,0.2,
5.0,8.0,1.60648,0.26033,0.19884,0.18342,0.19306,0.22969,0.19499,
5.0,9.0,1.60634,0.26319,0.19612,0.18448,0.19418,0.23103,0.19418,
5.0,10.0,1.60657,0.26307,0.19494,0.1852,0.19494,0.22998,0.19494,
5.0,6.0,1.60611,0.27541,0.19343,0.18377,0.19729,0.23207,0.19343,
5.0,9.0,1.60627,0.27269,0.19456,0.18484,0.1965,0.23148,0.19262,
5.0,9.0,1.60628,0.27269,0.19456,0.18484,0.1965,0.23148,0.19262,
5.0,12.0,1.60598,0.26452,0.1957,0.18397,0.1957,0.23284,0.19179,
5.0,8.0,1.60665,0.30813,0.2,0.1903,0.19418,0.22909,0.18642,
5.0,10.0,1.60653,0.29636,0.19883,0.1891,0.19494,0.22998,0.18715,
5.0,11.0,1.60641,0.2962,0.19922,0.18751,0.19532,0.23043,0.18751,
5.0,11.0,1.60675,0.30466,0.19922,0.19142,0.19532,0.22848,0.18556,
5.0,12.0,1.607,0.30403,0.19961,0.19179,0.1957,0.22697,0.18593,
5.0,12.0,1.607,0.31024,0.19961,0.19179,0.1957,0.22697,0.18593,
5.0,12.0,1.607,0.31024,0.19961,0.19179,0.1957,0.22697,0.18593,
5.0,16.0,1.60699,0.3013,0.19921,0.19133,0.19724,0.22679,0.18542,
5.0,17.0,1.60694,0.29817,0.19802,0.19209,0.19604,0.22769,0.18615,
5.0,18.0,1.60679,0.29817,0.19841,0.19247,0.19643,0.22814,0.18454,
5.0,19.0,1.60706,0.30421,0.19881,0.19484,0.19484,0.22661,0.18491,
5.0,10.0,1.60697,0.36177,0.20702,0.18947,0.19922,0.22263,0.18166,
5.0,12.0,1.60664,0.35733,0.20783,0.18825,0.2,0.2235,0.18042,
5.0,12.0,1.60664,0.35733,0.20783,0.18825,0.2,0.2235,0.18042,
5.0,13.0,1.60685,0.35488,0.20824,0.18862,0.20039,0.22198,0.18077,
5.0,16.0,1.60722,0.34818,0.20947,0.18974,0.1996,0.21934,0.18184,
5.0,6.0,1.60483,0.37119,0.20542,0.18606,0.19574,0.23445,0.17832,
5.0,8.0,1.60452,0.3688,0.20622,0.18679,0.19456,0.23537,0.17707,
5.0,8.0,1.60631,0.2031,0.20038,0.20038,0.1815,0.18905,0.2287,
5.0,11.0,1.60643,0.19759,0.20152,0.19962,0.18253,0.18823,0.2281,
5.0,13.0,1.60604,0.18837,0.20229,0.20038,0.17941,0.18894,0.22897,
5.0,14.0,1.60592,0.18492,0.20267,0.20076,0.17976,0.18739,0.22941,
5.0,16.0,1.60606,0.18496,0.20192,0.20192,0.18079,0.18655,0.22881,
5.0,18.0,1.6061,0.17998,0.2027,0.2027,0.17956,0.18727,0.22777,
5.0,19.0,1.60588,0.17227,0.20309,0.20309,0.17798,0.18763,0.22821,
5.0,20.0,1.60614,0.17259,0.20194,0.20388,0.17867,0.18836,0.22715,
5.0,22.0,1.6066,0.17259,0.20273,0.20467,0.17936,0.1891,0.22414,
5.0,27.0,1.60745,0.1728,0.20315,0.20512,0.18148,0.19133,0.21891,
5.0,28.0,1.6072,0.18386,0.20079,0.20675,0.18094,0.19087,0.22065,
5.0,34.0,1.60757,0.17827,0.20321,0.20924,0.18111,0.19116,0.21527,
5.0,36.0,1.60756,0.16921,0.20403,0.20807,0.18184,0.18991,0.21614,
5.0,24.0,1.60863,0.21937,0.19921,0.20315,0.20118,0.18542,0.21103,
5.0,26.0,1.60873,0.21967,0.19841,0.20238,0.20238,0.18652,0.2103,
5.0,8.0,1.60838,0.27765,0.19158,0.19541,0.19541,0.21837,0.19923,
5.0,6.0,1.60826,0.28783,0.19276,0.19466,0.19466,0.21944,0.19847,
5.0,8.0,1.60821,0.28469,0.1904,0.19616,0.19424,0.21921,0.2,
5.0,10.0,1.60822,0.27944,0.18957,0.19729,0.19343,0.21855,0.20116,
5.0,12.0,1.60819,0.27934,0.1903,0.19612,0.19418,0.21939,0.2,
5.0,15.0,1.60843,0.26846,0.18947,0.19727,0.19532,0.21678,0.20117,
5.0,16.0,1.60834,0.26717,0.18666,0.19843,0.19647,0.21609,0.20235,
5.0,18.0,1.60817,0.26732,0.18579,0.1996,0.19566,0.21737,0.20158,
5.0,14.0,1.60742,0.27757,0.18433,0.19804,0.19412,0.2235,0.2,
5.0,8.0,1.60695,0.30542,0.18061,0.20582,0.19224,0.22327,0.19806,
5.0,10.0,1.60712,0.30333,0.18131,0.20662,0.19299,0.2222,0.19688,
5.0,12.0,1.60749,0.30045,0.18202,0.20743,0.19374,0.21915,0.19765,
5.0,13.0,1.60746,0.30045,0.18237,0.20783,0.19412,0.21958,0.19608,
5.0,14.0,1.60739,0.30012,0.18273,0.20824,0.19254,0.22001,0.19647,
5.0,19.0,1.60772,0.29709,0.18454,0.2103,0.19049,0.21625,0.19841,
5.0,23.0,1.60745,0.1498,0.20947,0.18184,0.2075,0.18776,0.21342,
5.0,20.0,1.60812,0.17703,0.20824,0.18862,0.20432,0.18666,0.21217,
5.0,8.0,1.60665,0.23199,0.20345,0.18428,0.22262,0.18236,0.20728,
5.0,9.0,1.60683,0.22853,0.20384,0.18463,0.22113,0.18271,0.20768,
5.0,11.0,1.60707,0.22498,0.20463,0.18535,0.22005,0.18342,0.20656,
5.0,12.0,1.6069,0.22156,0.20502,0.1857,0.22048,0.18184,0.20695,
5.0,13.0,1.60695,0.22156,0.20542,0.18606,0.2209,0.18219,0.20542,
5.0,8.0,1.60774,0.24635,0.20345,0.18236,0.21879,0.19578,0.19962,
5.0,9.0,1.60793,0.24695,0.20077,0.18342,0.21812,0.19691,0.20077,
5.0,12.0,1.60808,0.24331,0.20194,0.18448,0.21745,0.19806,0.19806,
5.0,12.0,1.60808,0.24331,0.20194,0.18448,0.21745,0.19806,0.19806,
5.0,5.0,1.60829,0.29068,0.20537,0.18428,0.21112,0.20537,0.19386,
5.0,7.0,1.60842,0.28781,0.20616,0.18499,0.21001,0.20423,0.19461,
5.0,8.0,1.60827,0.28766,0.20656,0.18342,0.21041,0.20463,0.19499,
5.0,8.0,1.60827,0.28766,0.20656,0.18342,0.21041,0.20463,0.19499,
5.0,8.0,1.60828,0.29339,0.20848,0.18342,0.20848,0.20463,0.19499,
5.0,9.0,1.60811,0.29325,0.20889,0.18184,0.20889,0.20502,0.19536,
5.0,6.0,1.6078,0.30404,0.20768,0.18079,0.21345,0.20384,0.19424,
5.0,9.0,1.60768,0.30612,0.20889,0.18184,0.21468,0.20309,0.1915,
5.0,11.0,1.60748,0.30612,0.2097,0.18254,0.21552,0.20388,0.18836,
5.0,12.0,1.60744,0.30661,0.20857,0.18326,0.21635,0.20467,0.18715,
5.0,15.0,1.60775,0.29424,0.20979,0.18433,0.21371,0.20392,0.18825,
5.0,18.0,1.60808,0.28992,0.21103,0.18542,0.20906,0.20512,0.18936,
5.0,20.0,1.60802,0.28375,0.20989,0.18418,0.20989,0.20593,0.19011,
5.0,22.0,1.60787,0.28422,0.20915,0.18528,0.21114,0.20716,0.18727,
5.0,16.0,1.60713,0.29773,0.20668,0.18309,0.20668,0.21848,0.18506,
5.0,17.0,1.60695,0.29773,0.20709,0.18345,0.20709,0.21891,0.18345,
5.0,12.0,1.60783,0.32817,0.20507,0.19337,0.20507,0.21483,0.18166,
5.0,13.0,1.60763,0.32817,0.20547,0.19374,0.20547,0.21525,0.18006,
5.0,15.0,1.60769,0.32724,0.20628,0.19254,0.20628,0.21413,0.18077,
5.0,18.0,1.60859,0.18145,0.20384,0.20192,0.18463,0.2,0.2096,
5.0,12.0,1.60842,0.20467,0.20152,0.20152,0.18253,0.20722,0.20722,
5.0,14.0,1.60849,0.19918,0.20076,0.20076,0.18358,0.2084,0.20649,
5.0,16.0,1.60848,0.18591,0.20153,0.1977,0.18428,0.2092,0.20728,
5.0,13.0,1.60852,0.2123,0.20038,0.20419,0.18323,0.2061,0.2061,
5.0,14.0,1.60829,0.20936,0.19616,0.20576,0.18271,0.20768,0.20768,
5.0,7.0,1.60816,0.25915,0.20493,0.20114,0.18029,0.20872,0.20493,
5.0,10.0,1.60818,0.24759,0.20419,0.19847,0.18132,0.20991,0.2061,
5.0,13.0,1.60813,0.24413,0.20537,0.19962,0.18044,0.2092,0.20537,
5.0,12.0,1.60798,0.24862,0.2088,0.19732,0.1801,0.2088,0.20497,
5.0,9.0,1.60776,0.27011,0.20761,0.2038,0.17717,0.20761,0.2038,
5.0,8.0,1.60768,0.2761,0.20722,0.20342,0.17683,0.20911,0.20342,
5.0,10.0,1.6077,0.26256,0.20801,0.20038,0.17751,0.20991,0.20419,
5.0,11.0,1.60791,0.26289,0.20537,0.20153,0.17853,0.2092,0.20537,
5.0,14.0,1.60778,0.25637,0.20656,0.20077,0.17763,0.20848,0.20656,
5.0,16.0,1.60783,0.24474,0.20542,0.19961,0.17832,0.20929,0.20736,
5.0,16.0,1.60788,0.24509,0.20388,0.2,0.17867,0.2097,0.20776,
5.0,18.0,1.60768,0.23508,0.20273,0.20078,0.17741,0.21051,0.20857,
5.0,24.0,1.60789,0.22212,0.20315,0.19921,0.17951,0.213,0.20512,
5.0,27.0,1.60796,0.21372,0.20436,0.19643,0.18058,0.21229,0.20634,
5.0,28.0,1.60783,0.21035,0.20278,0.19484,0.18094,0.21469,0.20675,
5.0,23.0,1.60718,0.23849,0.21258,0.19292,0.17719,0.21258,0.20472,
5.0,24.0,1.6074,0.23574,0.21145,0.19368,0.17789,0.21145,0.20553,
5.0,27.0,1.60719,0.23076,0.21072,0.19285,0.17697,0.21271,0.20675,
5.0,27.0,1.60692,0.24008,0.21356,0.19362,0.17568,0.21356,0.20359,
5.0,28.0,1.60684,0.24004,0.21398,0.19201,0.17603,0.21398,0.20399,
5.0,35.0,1.60672,0.22721,0.21499,0.19068,0.1765,0.21499,0.20284,
5.0,37.0,1.60688,0.22266,0.21383,0.19146,0.17722,0.21586,0.20163,
5.0,37.0,1.60688,0.22266,0.21383,0.19146,0.17722,0.21586,0.20163,
5.0,39.0,1.60679,0.22262,0.2147,0.1902,0.17794,0.21675,0.20041,
5.0,45.0,1.60531,0.11803,0.21543,0.2134,0.18092,0.17483,0.21543,
5.0,47.0,1.60558,0.11335,0.2163,0.21223,0.18165,0.17554,0.21427,
5.0,28.0,1.60511,0.24881,0.22786,0.20235,0.20039,0.16899,0.20039,
5.0,15.0,1.60796,0.30406,0.2222,0.19732,0.19349,0.19349,0.19349,
5.0,18.0,1.60777,0.29885,0.22348,0.19654,0.19269,0.19461,0.19269,
5.0,20.0,1.60765,0.29872,0.22434,0.19536,0.19343,0.19536,0.1915,
5.0,16.0,1.60596,0.33449,0.23412,0.19003,0.19195,0.19386,0.19003,
5.0,18.0,1.60579,0.33118,0.23503,0.19076,0.19076,0.19269,0.19076,
5.0,21.0,1.60587,0.31919,0.23445,0.19187,0.188,0.19381,0.19187,
5.0,7.0,1.60599,0.37589,0.22681,0.21171,0.1815,0.19282,0.18716,
5.0,10.0,1.60644,0.37146,0.22473,0.21141,0.18288,0.19239,0.18858,
5.0,11.0,1.60685,0.36774,0.22177,0.21222,0.18358,0.19312,0.1893,
5.0,9.0,1.60633,0.37845,0.22473,0.21141,0.18097,0.19429,0.18858,
5.0,11.0,1.6062,0.3783,0.2275,0.2084,0.18167,0.19312,0.1893,
5.0,13.0,1.60632,0.37757,0.22837,0.20537,0.18236,0.19386,0.19003,
5.0,17.0,1.60596,0.37145,0.23014,0.20695,0.18377,0.18957,0.18957,
5.0,19.0,1.60584,0.36783,0.23103,0.20582,0.18254,0.1903,0.1903,
5.0,19.0,1.60584,0.36783,0.23103,0.20582,0.18254,0.1903,0.1903,
5.0,22.0,1.60582,0.3631,0.23043,0.20702,0.18166,0.18947,0.19142,
5.0,20.0,1.60675,0.3716,0.22759,0.20427,0.18873,0.18873,0.19067,
5.0,22.0,1.6065,0.37071,0.22848,0.20507,0.18751,0.18751,0.19142,
5.0,23.0,1.6064,0.37071,0.22893,0.20547,0.18788,0.18788,0.18984,
5.0,18.0,1.60497,0.38986,0.23639,0.20348,0.18606,0.18606,0.188,
5.0,15.0,1.60397,0.41258,0.2408,0.20231,0.18499,0.18499,0.18691,
5.0,17.0,1.6038,0.40616,0.24173,0.20116,0.18377,0.1857,0.18764,
5.0,19.0,1.60449,0.39956,0.23925,0.20039,0.18484,0.18679,0.18873,
5.0,20.0,1.60433,0.39914,0.23972,0.20078,0.18326,0.18715,0.1891,
5.0,25.0,1.60425,0.3861,0.24011,0.20079,0.18506,0.18506,0.18899,
5.0,27.0,1.60443,0.37479,0.23908,0.20158,0.18579,0.18381,0.18973,
5.0,20.0,1.6056,0.3934,0.23388,0.19883,0.18326,0.19688,0.18715,
4.0,23.0,1.38218,0.33505,0.0,0.28739,0.24638,0.22467,0.24155,
5.0,26.0,1.60592,0.26578,0.20502,0.23014,0.19343,0.17991,0.1915,
5.0,29.0,1.60602,0.26148,0.20622,0.22954,0.19067,0.18096,0.19262,
5.0,27.0,1.60639,0.26974,0.20542,0.22865,0.18993,0.18413,0.19187,
5.0,29.0,1.60606,0.26931,0.20467,0.22998,0.19104,0.18131,0.19299,
5.0,25.0,1.60634,0.28615,0.20155,0.22865,0.19768,0.18026,0.19187,
5.0,14.0,1.60238,0.32844,0.19582,0.24709,0.19202,0.17683,0.18823,
5.0,11.0,1.60219,0.35955,0.20227,0.24569,0.19094,0.17394,0.18716,
5.0,12.0,1.60219,0.35322,0.20076,0.24616,0.1913,0.17427,0.18751,
5.0,3.0,1.60093,0.37941,0.1959,0.24994,0.19776,0.17167,0.18472,
5.0,9.0,1.6007,0.36078,0.19435,0.25088,0.19812,0.17173,0.18492,
5.0,11.0,1.60151,0.35968,0.19508,0.24805,0.19886,0.17238,0.18562,
5.0,6.0,1.60199,0.39478,0.2045,0.24385,0.197,0.17076,0.18388,
5.0,7.0,1.60201,0.39018,0.2015,0.24477,0.19774,0.17141,0.18457,
5.0,7.0,1.60201,0.39018,0.2015,0.24477,0.19774,0.17141,0.18457,
5.0,5.0,1.60234,0.39566,0.20075,0.24385,0.19888,0.17264,0.18388,
5.0,7.0,1.60303,0.3968,0.2015,0.24101,0.19962,0.17329,0.18457,
5.0,10.0,1.60291,0.39355,0.20265,0.24048,0.20076,0.17238,0.18373,
5.0,7.0,1.60148,0.39818,0.19962,0.24665,0.19962,0.17141,0.18269,
5.0,9.0,1.60102,0.39949,0.19735,0.24852,0.20114,0.17271,0.18029,
5.0,11.0,1.60068,0.39315,0.19619,0.24947,0.2019,0.17146,0.18097,
5.0,9.0,1.60191,0.39852,0.19545,0.24662,0.20114,0.1765,0.18029,
5.0,10.0,1.6019,0.3958,0.19582,0.24709,0.19962,0.17683,0.18063,
5.0,5.0,1.60176,0.42909,0.20377,0.24523,0.19811,0.1755,0.17738,
5.0,7.0,1.60187,0.42657,0.20454,0.24427,0.19886,0.17616,0.17616,
5.0,8.0,1.60187,0.42446,0.20303,0.24473,0.19924,0.17839,0.1746,
5.0,8.0,1.60188,0.42509,0.20152,0.24519,0.19962,0.17873,0.17493,
5.0,10.0,1.6016,0.42038,0.20038,0.24613,0.20038,0.17941,0.17369,
5.0,9.0,1.60238,0.42252,0.2,0.24376,0.2,0.18288,0.17336,
5.0,10.0,1.60236,0.42203,0.20038,0.24422,0.19847,0.18323,0.17369,
